respondentId,v38,v39,v63,v102,v103,v104,v105,v106,v107,v143,v144,v185,v186,v187,v188,v199,v200,v201,v202,v203,v149,v159,v150,v152,v153,v160,v154,v155,v156,v157,v158,v163
22479,1.0,0.78,1.0,0.44,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.44,0.89,1.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.33,0.56
22480,0.67,0.44,0.78,0.44,0.22,0.56,1.0,0.78,0.78,0.78,0.44,1.0,1.0,0.89,0.78,0.75,0.25,0.75,0.25,0.75,0.11,0.0,0.67,0.0,0.22,0.0,0.44,0.44,0.78,0.0,0.0,0.44
22481,0.56,0.78,0.0,0.78,0.67,0.78,0.78,0.89,0.56,0.22,0.67,0.89,1.0,1.0,0.0,0.5,0.25,1.0,0.75,0.75,0.78,0.11,0.11,0.0,0.22,0.11,0.22,0.33,0.11,0.11,0.78,0.0
22482,0.78,0.89,0.0,0.56,1.0,0.89,1.0,0.33,0.44,0.78,0.78,0.22,0.22,1.0,1.0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.78,1.0,1.0,1.0,1.0,1.0,0.0
22483,1.0,0.0,1.0,0.33,0.11,0.89,0.89,0.0,0.78,1.0,0.67,1.0,0.89,0.89,0.89,0.75,0.25,0.75,0.75,0.75,0.22,0.44,0.44,0.0,0.0,0.11,0.0,0.0,0.22,0.0,0.0,0.0
22484,1.0,0.22,0.11,0.44,1.0,0.44,1.0,0.78,0.22,0.89,0.89,1.0,0.56,1.0,1.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22485,0.78,0.56,0.67,0.44,1.0,1.0,1.0,0.22,0.56,0.44,0.11,0.78,0.44,0.33,0.56,0.75,0.75,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0
22486,0.22,0.44,0.56,0.44,0.0,1.0,1.0,0.56,0.56,0.44,0.44,0.0,0.78,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.11,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0
22487,0.67,0.67,0.22,0.11,0.44,0.33,1.0,0.33,0.33,0.78,0.56,0.33,0.78,0.78,0.33,0.25,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,0.22
22488,1.0,0.78,0.22,0.67,0.56,0.78,0.78,0.33,0.56,0.89,0.89,0.0,0.44,0.89,0.56,0.75,0.75,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.44,0.67,0.89,0.44,0.0,0.78,0.0
22489,0.67,0.78,0.0,0.22,0.56,0.78,0.67,0.56,0.56,0.67,0.44,0.89,0.89,1.0,0.11,0.25,0.75,0.5,0.5,0.75,0.11,0.11,0.0,0.0,1.0,0.11,0.89,0.89,0.89,0.33,0.22,0.89
22490,0.78,0.89,0.0,0.44,0.89,0.78,1.0,0.22,0.44,0.44,0.22,0.22,0.67,0.22,0.22,0.5,0.75,0.25,0.75,0.75,0.0,0.22,0.11,0.0,1.0,0.0,0.33,0.78,0.78,0.0,1.0,0.44
22491,0.44,0.67,1.0,0.67,0.56,0.11,1.0,0.22,0.0,0.67,0.33,0.0,0.56,0.56,0.89,1.0,0.25,0.25,0.75,0.5,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.67,0.78,0.0,0.22,0.0
22492,0.78,0.78,0.67,0.22,0.67,0.44,0.56,0.67,0.33,0.56,0.56,0.0,0.89,1.0,0.78,0.5,0.75,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.78,0.0,0.0,0.33,0.11
22493,0.56,0.78,0.22,0.33,0.33,0.33,0.33,0.22,0.22,0.56,0.22,0.78,0.33,0.22,0.22,0.75,0.5,0.5,0.75,0.25,0.22,0.44,0.11,0.0,0.44,0.22,0.44,0.44,0.56,0.22,0.56,0.0
22494,1.0,1.0,0.67,0.67,0.89,1.0,0.89,0.56,0.78,0.0,0.0,0.33,0.56,0.56,0.33,0.25,0.75,0.25,0.0,0.0,0.0,0.22,0.0,0.0,0.44,0.0,0.44,0.44,0.44,0.44,0.44,0.0
22495,0.67,0.67,0.33,0.44,0.56,0.67,0.89,0.56,0.56,0.67,0.67,0.56,0.67,0.67,0.44,0.75,0.25,0.5,0.75,0.5,0.0,0.56,0.0,0.0,1.0,0.44,0.67,0.78,0.56,0.44,0.44,0.11
22496,0.33,0.0,1.0,0.67,0.0,0.67,1.0,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.75,0.5,0.75,0.67,0.0,0.0,0.44,0.0,0.0,0.44,0.44,0.44,0.44,0.0,0.0
22497,0.67,0.78,0.78,0.44,1.0,1.0,1.0,0.56,0.33,0.0,0.22,0.11,0.56,1.0,0.67,1.0,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.22,0.11,0.44,0.44,0.89,0.22,0.0,0.78
22498,0.78,0.78,0.11,0.44,0.56,0.22,0.22,0.33,0.67,0.78,0.78,0.67,0.89,0.89,0.33,0.5,0.25,0.5,0.25,0.5,0.56,0.11,0.56,0.11,0.44,0.56,0.89,0.89,0.78,0.22,0.22,0.56
22499,0.44,0.56,1.0,0.44,0.11,0.44,0.33,0.22,0.33,0.11,0.11,0.11,0.11,0.11,0.56,0.5,0.0,1.0,0.5,0.5,0.0,0.22,0.0,0.0,0.0,0.0,0.56,0.78,0.11,0.0,0.0,0.11
22500,0.56,0.56,1.0,0.44,1.0,1.0,0.44,1.0,0.56,0.78,0.56,1.0,1.0,1.0,0.0,0.5,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.44,0.44,0.0,0.0,0.44
22501,0.11,0.33,1.0,0.67,1.0,0.78,1.0,0.44,0.0,0.33,0.33,0.44,0.56,0.67,0.33,0.25,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
22502,0.44,0.56,0.67,0.67,0.56,0.78,0.56,0.67,0.56,0.33,0.33,0.78,0.78,0.78,0.22,0.75,0.75,0.25,0.25,0.5,0.22,0.11,0.11,0.11,0.78,0.11,0.0,0.33,0.44,0.33,0.22,0.0
22503,0.67,0.67,0.11,0.22,0.56,0.22,0.44,0.78,0.33,0.78,0.67,0.11,0.0,0.0,0.56,1.0,1.0,0.25,0.25,0.25,0.11,0.22,0.0,0.0,1.0,0.44,1.0,1.0,0.89,0.78,0.78,0.0
22504,0.89,0.89,0.0,0.44,0.67,0.78,0.78,0.67,0.56,0.78,0.56,0.22,0.89,0.89,0.22,0.25,0.0,0.75,1.0,0.0,0.11,0.22,0.11,0.0,0.89,0.44,0.78,1.0,0.78,0.11,0.89,0.33
22505,0.67,0.67,0.22,0.56,0.56,0.89,0.56,0.78,0.78,0.56,0.56,0.11,0.89,0.89,0.56,0.0,0.75,0.5,0.25,0.5,0.0,0.44,0.22,0.0,0.44,0.0,0.0,1.0,1.0,1.0,0.0,0.44
22506,1.0,1.0,0.89,0.44,0.56,0.89,1.0,0.0,0.89,0.44,0.22,0.56,0.78,0.22,0.11,0.75,0.5,0.75,0.5,0.75,0.22,0.22,0.33,0.33,0.22,0.33,0.33,0.22,0.33,0.22,0.33,0.22
22507,0.56,0.56,0.78,0.67,1.0,1.0,1.0,0.89,0.22,0.44,0.44,0.33,1.0,1.0,1.0,1.0,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0
22508,0.67,0.78,0.33,0.22,0.22,0.22,0.56,0.44,0.33,0.89,0.33,0.56,0.78,0.56,0.22,0.75,0.5,0.25,0.25,0.0,0.22,0.78,0.11,0.0,0.78,0.56,0.78,0.78,0.78,0.22,0.78,0.56
22509,1.0,1.0,1.0,0.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22510,0.78,0.56,0.22,0.78,0.89,0.67,0.78,0.22,0.78,0.78,0.78,0.78,0.33,0.22,0.22,0.25,0.75,0.5,0.25,0.25,0.0,0.11,0.0,0.0,0.22,0.44,0.33,0.67,0.78,0.11,0.78,0.11
22511,0.67,0.89,1.0,0.44,0.0,1.0,1.0,0.0,1.0,0.56,0.22,0.56,0.33,0.56,0.0,0.75,0.25,0.5,0.25,0.25,0.89,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.11,0.22
22512,1.0,1.0,0.0,0.11,0.44,0.44,0.44,0.89,0.44,0.89,0.56,0.0,0.22,0.56,0.67,0.5,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.44,0.0
22513,0.67,0.78,0.0,0.0,0.22,0.0,1.0,1.0,0.56,0.33,0.11,0.56,0.56,0.0,1.0,0.5,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
22514,0.56,0.67,0.11,0.56,0.44,0.89,1.0,0.67,0.67,0.44,0.33,0.44,0.56,0.78,0.44,0.25,0.75,0.0,0.25,0.25,0.11,0.0,0.0,0.0,0.56,0.33,0.56,0.89,0.89,0.0,0.0,0.0
22515,0.78,0.78,0.44,0.11,0.33,0.67,1.0,0.78,0.56,1.0,0.44,0.0,0.56,0.78,0.56,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.78,0.67,0.0,0.0
22516,0.78,0.89,0.67,0.67,1.0,0.89,1.0,0.22,0.67,0.89,0.78,0.33,0.44,0.56,0.89,0.75,0.75,0.25,0.25,0.25,0.33,0.22,0.0,0.0,1.0,0.44,1.0,1.0,1.0,0.78,0.67,0.0
22517,1.0,1.0,0.22,0.44,0.78,0.78,0.89,0.78,0.89,0.44,0.33,0.22,0.33,0.44,0.78,0.5,0.75,0.5,0.25,0.0,0.11,0.11,0.11,0.11,0.78,0.44,0.89,0.89,0.44,0.44,0.22,0.44
22518,1.0,0.78,1.0,0.44,1.0,0.0,0.56,1.0,1.0,0.33,0.11,0.0,0.0,0.0,0.78,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22519,1.0,0.67,1.0,0.22,0.44,0.33,0.67,0.67,0.33,1.0,0.33,0.0,0.67,0.56,0.67,1.0,1.0,0.25,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.11,1.0,1.0,0.78,1.0,1.0,0.0
22520,0.33,0.67,0.89,0.78,0.0,0.22,0.22,0.11,0.11,1.0,1.0,0.0,0.0,0.22,0.89,0.5,0.5,0.5,0.5,0.75,0.11,0.11,0.11,0.11,0.11,0.78,0.11,0.11,0.11,0.11,0.11,0.0
22521,1.0,0.67,0.44,0.67,0.89,0.89,0.78,0.11,0.56,0.89,0.44,0.56,0.89,0.89,0.33,1.0,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.89,0.56,0.89,0.89,0.33,0.33,0.78,0.0
22522,0.33,0.44,0.0,1.0,1.0,0.44,0.56,0.56,0.56,0.44,0.44,0.56,0.56,0.44,0.44,0.75,0.25,0.75,0.75,0.75,0.33,0.33,0.11,0.44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
22523,0.44,0.22,0.44,1.0,0.44,0.0,0.56,0.33,0.44,0.0,0.0,0.33,0.56,0.44,0.56,0.5,0.5,0.0,0.5,0.5,0.0,0.44,0.0,0.0,0.67,0.0,0.44,0.67,0.0,0.0,0.44,0.0
22524,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.89,0.0,0.0,0.0,0.11,1.0,1.0,0.78,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.11,0.0,0.0,0.0,0.78
22525,0.78,1.0,1.0,1.0,0.56,0.56,0.67,0.22,0.11,0.67,0.56,0.56,0.44,0.56,0.33,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
22526,0.78,0.78,0.78,0.11,0.22,0.22,0.56,0.89,0.33,0.78,0.67,0.78,0.67,0.67,0.11,0.75,1.0,0.0,0.25,0.0,0.11,0.22,0.11,0.11,1.0,0.56,1.0,0.78,0.89,0.78,0.78,0.0
22527,0.78,0.78,0.44,0.56,0.78,0.44,1.0,0.22,0.67,0.78,0.78,0.22,0.67,0.67,0.44,0.5,0.0,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.56,0.56,0.78,0.78,0.78,0.56,0.56,0.0
22528,0.67,0.78,0.44,0.33,0.78,0.89,0.78,0.56,0.89,0.67,0.44,0.11,0.89,1.0,0.22,0.75,0.75,0.75,0.0,0.25,0.44,0.56,0.0,0.0,1.0,0.0,0.89,0.89,1.0,0.44,0.44,0.0
22529,0.67,0.67,0.78,0.78,0.22,0.78,0.56,0.67,0.33,0.78,0.78,0.56,0.33,0.33,0.56,0.75,0.5,0.75,0.5,0.5,0.78,0.0,0.0,0.0,0.33,0.0,0.0,0.22,0.11,0.0,0.11,0.0
22530,0.67,0.56,0.78,0.89,0.44,0.33,0.89,0.33,0.78,0.89,0.44,1.0,0.89,0.89,0.22,0.75,0.75,0.25,0.25,0.5,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0
22531,0.67,0.33,0.89,0.11,0.22,0.67,0.33,0.67,0.22,0.78,0.67,0.89,0.89,0.67,0.22,0.0,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22532,0.78,0.78,1.0,0.33,0.22,0.78,0.78,0.22,0.78,0.67,0.56,0.0,0.22,0.22,1.0,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.44,0.22,0.0,0.0,0.0
22533,0.22,0.56,0.67,0.44,0.56,0.78,0.78,0.78,0.56,0.33,0.22,0.78,1.0,1.0,0.11,0.25,0.25,0.25,0.75,0.25,0.0,0.11,0.22,0.0,0.22,0.67,0.44,0.44,0.78,0.22,0.11,0.89
22534,0.44,0.78,0.0,0.33,0.67,0.56,0.78,0.78,0.33,0.78,0.78,0.0,0.67,0.67,0.56,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.22,1.0,0.44,1.0,1.0,1.0,0.44,0.44,0.0
22535,1.0,0.44,1.0,0.44,0.0,0.0,0.0,1.0,0.0,0.67,0.56,0.67,0.78,0.78,0.0,0.75,0.25,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0
22536,0.44,0.89,0.0,0.33,0.33,0.78,0.78,0.33,0.56,0.78,0.78,0.22,0.89,1.0,0.22,0.5,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.78,0.78,0.44,0.44,0.44
22537,0.89,0.67,0.78,0.56,1.0,1.0,0.89,0.44,0.44,0.78,0.11,1.0,1.0,1.0,0.22,0.75,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22538,0.78,0.89,1.0,0.44,0.44,0.78,1.0,0.44,0.56,0.89,0.78,0.11,0.33,0.22,0.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.56,0.44,0.22,0.33,0.0
22539,0.67,0.44,0.67,0.22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,1.0,1.0,0.75,0.25,0.75,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22540,0.67,0.67,0.67,0.44,0.44,0.11,0.89,0.33,0.56,1.0,0.78,0.44,0.44,0.44,0.44,0.75,0.75,0.25,0.5,0.25,0.0,0.56,0.0,0.0,0.0,0.56,0.56,0.56,0.56,0.0,0.0,0.56
22541,0.67,0.89,0.78,0.56,0.56,0.56,0.67,0.56,0.56,0.78,0.67,0.67,0.78,0.67,0.33,0.75,1.0,0.25,0.25,0.0,0.11,0.22,0.11,0.11,0.44,0.11,0.22,0.44,0.44,0.11,0.22,0.22
22542,0.33,0.33,0.22,0.44,0.33,0.78,0.56,0.78,0.44,0.44,0.33,1.0,1.0,1.0,0.22,1.0,0.25,0.25,0.25,0.75,0.11,0.11,0.11,0.11,0.0,0.0,0.44,0.22,0.56,0.0,0.0,0.56
22543,0.78,0.67,0.0,0.89,0.78,0.67,1.0,0.22,1.0,0.78,0.89,0.67,0.67,0.67,0.78,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.78,0.78,0.11,0.67,0.89,0.67,0.22,0.44
22544,0.67,0.67,1.0,0.0,1.0,1.0,1.0,0.56,0.11,0.67,0.67,0.33,1.0,0.78,0.33,0.75,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
22545,0.67,0.22,0.0,0.22,0.67,0.44,0.67,0.78,0.56,0.89,0.56,0.22,0.22,0.33,0.44,0.75,0.75,0.5,0.25,0.25,0.11,0.0,0.11,0.0,0.89,0.0,0.44,0.44,1.0,0.33,0.0,0.0
22546,0.56,0.56,0.22,0.44,0.33,0.33,0.56,0.22,0.56,0.44,0.22,0.56,0.78,0.44,0.56,0.5,0.5,0.25,0.25,0.25,0.0,0.56,0.0,0.22,0.22,0.44,0.78,0.78,0.78,0.44,0.78,0.56
22547,0.89,0.78,1.0,0.44,0.0,0.89,1.0,0.0,0.56,0.44,0.44,0.56,0.56,0.56,0.56,0.5,0.5,0.5,0.5,0.5,0.44,0.44,0.0,0.0,0.44,0.44,0.0,1.0,0.0,0.44,0.44,0.44
22548,0.44,0.78,0.0,0.33,0.56,0.56,0.78,0.56,0.56,0.89,0.78,0.0,0.0,0.56,0.56,0.75,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22549,0.22,0.33,0.22,0.78,0.78,0.78,0.78,0.22,0.67,0.78,0.67,0.78,0.33,0.67,0.33,0.25,0.25,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.11,0.44,0.56,0.33,0.22,0.0,0.0
22550,0.78,0.78,0.11,0.22,0.78,0.89,0.89,0.22,1.0,0.11,0.11,0.67,0.67,0.67,0.78,0.5,0.5,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.78,0.78,0.78,0.0,0.78,0.0
22551,0.78,0.78,0.33,0.44,0.56,1.0,0.56,0.33,0.78,0.89,0.67,1.0,1.0,1.0,0.22,0.0,1.0,1.0,0.0,0.75,0.22,0.67,0.11,0.11,0.44,0.56,1.0,1.0,0.11,0.0,0.78,0.0
22552,0.44,0.33,1.0,0.56,0.11,0.56,0.56,0.56,0.67,0.78,0.56,0.67,0.89,0.89,0.11,0.5,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.89,0.11,0.0,0.0,0.11
22553,0.67,0.78,0.78,0.56,1.0,1.0,1.0,0.22,0.22,0.89,0.89,1.0,1.0,0.89,0.0,0.75,0.25,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.33,0.44,0.44,0.0,0.0,0.0,0.0
22554,0.67,0.67,0.56,0.56,0.56,0.44,0.44,0.44,0.44,0.56,0.56,0.56,0.44,0.56,0.44,0.5,0.5,0.5,0.5,0.5,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
22555,1.0,1.0,0.56,0.44,0.44,0.67,0.89,0.44,0.89,0.22,0.0,0.0,0.0,0.0,0.56,1.0,0.25,0.25,0.25,0.5,0.0,0.22,0.0,0.0,0.67,0.0,0.44,0.44,0.44,0.0,0.0,0.0
22556,1.0,1.0,1.0,1.0,0.56,0.89,0.33,0.67,0.22,0.56,0.44,1.0,1.0,1.0,0.44,0.0,1.0,0.25,0.75,0.75,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
22557,1.0,0.78,1.0,0.44,0.67,0.56,0.67,1.0,0.67,0.67,0.33,0.44,0.22,0.33,0.44,0.75,0.25,0.5,0.75,0.75,0.0,0.11,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.0,0.44,0.0
22558,0.89,0.67,0.0,0.44,1.0,1.0,0.56,0.56,1.0,0.44,0.44,0.56,1.0,1.0,0.56,1.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.78,0.56
22559,1.0,1.0,0.78,0.33,0.56,0.0,1.0,0.0,0.56,0.67,0.56,0.67,0.78,1.0,0.78,0.75,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.89,0.22,0.89,0.44,0.78,0.44,0.0,0.44
22560,0.56,0.89,0.11,0.33,0.44,0.22,0.56,0.33,0.44,0.33,0.33,0.22,0.22,0.22,0.33,1.0,0.25,0.5,0.25,0.25,0.22,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.89,0.78,0.44,0.33
22561,0.67,0.67,1.0,0.78,0.33,0.22,0.67,0.22,0.22,0.0,0.0,0.33,0.33,0.33,0.44,0.5,0.25,0.5,0.5,0.75,0.22,0.33,0.22,0.44,0.33,0.56,0.33,0.78,0.33,0.44,0.44,0.44
22562,0.44,0.44,1.0,1.0,0.78,0.67,0.33,0.0,0.56,0.78,0.89,0.56,0.44,0.44,0.78,0.25,0.5,0.75,0.25,0.75,0.33,0.56,0.33,0.33,0.22,1.0,0.44,1.0,1.0,0.0,0.0,0.67
22563,0.33,0.44,0.67,0.56,0.78,0.56,0.44,0.89,0.11,0.78,0.0,0.33,1.0,0.89,0.33,0.25,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.78,0.44,0.56,0.22,0.11,0.11,0.0,0.0
22564,0.78,0.89,0.33,0.56,0.33,0.44,0.78,0.56,0.78,0.78,0.78,0.56,0.56,0.56,0.56,0.5,0.25,0.25,0.5,0.5,0.11,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.44,0.0,0.0,0.0
22565,0.78,1.0,0.44,0.44,1.0,1.0,0.56,1.0,0.67,1.0,0.44,0.56,1.0,1.0,0.0,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,1.0,0.0,0.0,1.0
22566,1.0,0.78,0.78,0.67,0.22,0.11,0.33,0.22,0.22,0.56,0.78,1.0,1.0,1.0,0.56,0.75,0.5,0.5,0.75,0.75,0.56,0.44,0.22,0.11,0.11,0.11,0.67,0.89,0.11,0.11,0.11,0.22
22567,0.56,0.89,0.22,0.44,0.44,0.67,0.44,0.44,0.44,0.56,0.56,0.56,0.78,0.56,0.67,0.25,0.75,0.25,0.25,0.25,0.11,0.11,0.11,0.11,0.56,0.56,0.22,0.22,0.56,0.22,0.56,0.22
22568,0.56,0.67,0.33,0.56,0.33,0.33,0.22,0.11,1.0,1.0,0.89,0.22,0.44,0.67,0.56,0.5,0.5,0.75,0.75,0.5,0.67,0.44,0.33,0.11,0.44,0.44,0.67,0.67,0.44,0.0,0.44,0.11
22569,0.78,1.0,1.0,0.44,0.22,0.0,1.0,0.78,1.0,0.0,0.0,0.89,0.89,0.89,0.22,1.0,0.5,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.78,0.44,0.0,0.0,0.22
22570,1.0,0.78,0.44,0.67,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.44,1.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.0,1.0,0.0,0.0,0.0
22571,0.78,0.78,0.33,0.33,0.67,0.33,1.0,0.56,0.67,1.0,1.0,0.89,0.56,0.56,0.56,0.75,1.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.89,1.0,1.0,0.44,1.0,1.0,0.0
22572,0.22,0.67,0.78,0.11,0.89,0.33,1.0,0.78,0.67,0.33,0.33,0.33,0.22,1.0,0.89,0.75,0.0,0.25,0.75,0.75,0.67,0.56,0.67,0.11,0.11,0.22,0.0,0.0,0.11,0.22,0.0,0.11
22573,0.78,0.89,0.89,0.56,1.0,0.56,1.0,0.56,0.56,0.67,0.78,0.22,0.22,0.22,0.56,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.22,0.44,0.44,0.44,0.0,0.0
22574,0.11,0.44,1.0,0.78,0.78,0.67,1.0,0.78,0.89,0.22,0.33,0.89,0.89,0.67,0.67,0.25,0.5,0.5,1.0,0.5,0.22,0.11,0.33,0.0,0.0,0.0,0.22,0.56,0.0,0.0,0.0,0.0
22575,1.0,0.67,0.44,0.56,0.56,0.56,0.67,0.22,0.56,1.0,1.0,0.0,1.0,0.33,0.22,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44,0.0,0.44
22576,0.67,0.89,0.11,0.22,0.89,0.56,0.78,0.22,0.78,0.67,0.78,0.22,0.33,0.67,0.44,0.75,0.75,0.25,0.25,0.75,0.33,0.0,0.33,0.11,0.78,0.0,1.0,1.0,0.44,0.0,0.22,0.0
22577,0.56,0.78,0.67,0.22,1.0,0.11,0.11,0.44,0.56,0.67,0.78,0.11,0.11,0.11,0.56,0.75,1.0,0.5,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22578,0.78,0.89,0.78,0.78,0.67,1.0,1.0,0.11,0.44,1.0,0.78,0.11,0.22,0.33,0.78,0.75,0.5,0.5,0.0,0.25,0.0,0.11,0.0,0.0,0.78,0.44,0.0,1.0,0.67,0.0,0.78,0.22
22579,0.78,0.89,0.0,1.0,0.22,0.0,1.0,0.0,0.44,0.67,0.33,1.0,1.0,1.0,0.0,0.75,1.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,0.0,1.0,1.0
22580,0.44,1.0,1.0,0.44,0.0,0.0,0.0,1.0,0.0,0.22,0.22,1.0,0.89,0.0,0.0,1.0,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
22581,1.0,0.89,0.56,0.78,0.56,0.22,0.56,0.56,0.0,0.78,0.44,0.56,0.56,0.22,0.44,0.5,0.75,0.25,0.25,0.75,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
22582,0.78,0.78,0.78,0.44,0.56,0.56,1.0,0.0,1.0,0.56,0.67,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.44,0.0,0.78,0.44,0.0,0.0,0.44,0.0
22583,0.67,0.67,0.44,0.44,0.22,0.22,0.33,0.44,0.22,0.22,0.22,0.89,0.89,0.89,0.11,0.25,0.75,0.25,0.25,0.25,0.33,0.22,0.44,0.0,0.0,0.11,0.44,0.44,0.44,0.22,0.22,0.22
22584,1.0,0.67,0.56,0.44,0.67,1.0,0.67,0.33,0.56,0.89,0.44,0.44,0.11,0.56,0.44,0.5,0.75,0.5,0.75,0.75,0.44,0.44,0.33,0.44,0.44,0.33,0.44,0.89,0.78,0.0,0.67,0.78
